episode,base_score,base_loss,base_length,opt_score,opt_loss,opt_length,duel_score,duel_loss,duel_length,double_score,double_loss,double_length,duel_double_score,duel_double_loss,duel_double_length
178,-261.4991031,6022.275905,105,-144.9329442,8602.37263,1000,-151.0395118,9299.467138,1000,-116.0111297,17117.85517,1000,-115.1926868,15904.82782,1000
179,-169.64582,9628.443458,171,-134.1483804,11551.75698,1000,-57.6555873,12752.07906,1000,-110.6848025,11345.65239,1000,-94.01541135,13910.80624,1000
180,-254.2705419,7556.022724,106,-164.936156,7785.763059,615,-113.6325755,10242.28553,1000,-72.5900607,13574.90979,1000,-81.38718158,15540.22012,1000
181,-64.87014103,10149.82082,122,-115.0275542,9801.034756,1000,-77.41713817,6713.423227,1000,-118.1807439,14763.75317,1000,-79.92878682,14422.02855,1000
182,-501.6585161,8029.495527,134,-104.1469587,9734.545271,1000,-81.37099231,7094.517391,1000,-111.860115,11499.09341,1000,-103.2162712,14238.87867,1000
183,-153.4662424,9963.418256,143,-108.5915143,9782.770095,1000,-140.2996589,6977.119618,1000,-160.1386075,7298.809117,606,-102.8349987,13822.77141,1000
184,-229.4329673,7126.571472,112,-152.404866,8138.858725,1000,-101.6029416,8090.004625,1000,-106.9273946,14742.37197,1000,-22.97002424,15777.50156,1000
185,-369.1313984,7984.536843,83,-115.7642516,10495.1004,1000,-109.0696918,10805.86219,1000,-117.3193691,13500.9264,1000,-47.51214009,16122.00725,1000
186,-309.5271022,8140.125702,99,-143.2334487,10894.38352,1000,-89.49435407,4198.956123,346,-107.0790258,15233.73444,1000,-76.66449404,12346.9308,1000
187,-127.1546237,2516.612682,67,-110.6055889,9314.52294,1000,-131.523645,7193.433416,1000,-26.16966117,12707.03244,1000,-92.21629731,17424.29987,1000
188,-192.7699572,3278.871302,78,-330.2008075,3550.891985,223,-82.73464336,9391.230813,1000,-81.08210043,11897.51772,1000,-82.80655062,11075.92583,1000
189,-435.4594886,7432.5324,111,-83.68703825,10103.58555,1000,-94.3384007,6952.401752,1000,-54.77122437,9011.311993,1000,-66.00507853,14072.11918,1000
190,-308.7679748,6514.567248,121,-13.86682903,9699.84637,1000,-108.5389473,9183.429265,1000,-58.97762769,13585.48775,1000,-93.95569492,10087.43541,1000
191,-291.7929942,6793.596866,93,-119.870788,5988.975369,1000,-160.2555071,6410.364263,1000,-63.68040931,13678.29853,1000,-113.73263,11907.88602,1000
192,-108.4031262,6359.929626,96,-61.29385839,8453.290395,1000,-86.00192735,9350.131404,1000,-103.3167503,14076.2833,1000,7.168731855,18560.25226,1000
193,-34.81985086,9419.609632,104,-104.8793942,8935.649767,1000,-140.9473432,9905.827146,1000,-107.6192335,13651.06764,1000,-90.63012215,15071.06412,1000
194,-152.4300159,6698.977571,105,-135.8649993,9463.524756,1000,-214.5542686,3623.321625,649,-112.4985407,12731.69306,1000,-120.2192656,15534.95926,1000
195,-311.9943915,7407.730433,108,-79.18366608,6751.168132,1000,-131.6952149,3811.210412,353,-89.30606147,13404.27772,1000,-119.6320972,10450.48934,1000
196,-45.31075733,11138.33416,154,-98.76757197,7793.486919,1000,-130.44359,1242.405487,267,-94.26080476,10416.02117,1000,-55.02836899,11930.10002,1000
197,-104.3055169,6313.44591,97,-88.19915683,7374.479323,1000,-60.70581638,8181.27905,1000,-75.43621119,11494.72522,1000,-97.0123135,10261.08344,1000
198,-82.22597866,9276.207051,110,-92.27916421,6077.842432,1000,-129.1373635,819.9640679,168,-93.05006733,13185.39916,1000,-136.0004829,400.3088431,52
199,-405.7781164,5046.898539,72,-42.89212642,9497.040605,1000,-110.7153991,7639.460712,1000,-117.7477818,11355.57511,1000,-61.83226405,11172.11121,1000
200,-136.5752373,3111.416842,74,-101.4327438,1045.676287,171,-148.3106081,7513.206074,1000,-17.27080995,385.7159283,62,-55.88130139,11055.10961,1000
201,-296.9462016,10022.08082,117,-125.1135638,7898.855896,1000,-95.39834831,2348.958236,274,-69.30185097,1416.257087,78,-66.90315324,9170.560432,1000
202,-82.35347864,5723.018438,76,-118.9609065,9257.570158,1000,-153.2691323,9136.285003,1000,-73.54178801,7788.718313,1000,-130.8023012,12184.80464,1000
203,-23.5570826,4316.485135,80,-45.9853432,1685.826368,132,-105.5853555,8729.970947,1000,-131.2650764,323.5069556,55,-115.7793037,10864.88415,1000
204,-188.4777884,3069.031333,77,-143.0083573,9575.702443,1000,-166.6675286,5658.968348,562,-110.3602736,16002.34024,1000,-126.9309956,10814.71034,1000
205,-92.58045652,2346.391619,67,-122.7263009,6660.185231,1000,-129.2036289,7327.954036,1000,-87.93039164,11228.93033,1000,-126.1740188,10363.82036,1000
206,-100.1110366,5396.469934,71,-84.55208485,5955.422733,1000,-130.5513823,8607.814261,1000,-129.9876187,6370.436914,726,-135.6338957,13636.8586,1000
207,-160.0887196,7203.825391,117,-102.405815,4370.896946,1000,-125.5134396,8249.304341,1000,-63.5724659,9673.649791,1000,-67.52738934,12244.31106,1000
208,-155.1992861,7052.80555,91,-137.1764846,4363.930134,1000,-31.20517636,9382.638745,1000,-110.9665347,15084.82304,1000,-134.9717415,7444.373259,1000
209,-362.463555,3938.454392,81,-75.74601732,6197.971299,1000,-12.31858304,10160.71459,1000,-93.44516512,11714.49986,1000,-92.28373587,9212.592621,1000
210,-230.7015336,8865.523127,124,-122.8821081,6274.637997,1000,-102.5104685,8786.68742,1000,-108.9857173,5999.299118,419,-94.7079784,8669.599985,1000
211,-179.4485435,6507.591459,130,-103.5875178,3661.116027,1000,-46.64300041,9641.495211,1000,-106.0424762,9306.385664,1000,-74.57852401,11472.98157,1000
212,-130.3794101,5957.415041,70,-104.3482846,7727.848864,1000,-25.61647885,5830.826162,1000,-46.7562435,7985.147422,1000,-50.24478672,9937.488018,1000
213,-102.5794666,6441.863612,72,-135.2112824,5040.810522,1000,-70.9120202,8627.552646,1000,-107.8750507,9158.523654,1000,-54.4114556,11509.28053,1000
214,-239.2457674,7054.981236,106,-131.4607603,4530.363891,1000,-107.1459834,8428.377289,1000,-75.03741186,8287.20406,1000,-41.24289031,7227.241649,1000
215,-240.12819,5144.40793,71,-84.2187542,4238.189347,1000,-122.7297868,6390.640592,1000,-103.7528407,5853.300606,510,-106.4285148,8315.084871,1000
216,-192.7345888,5579.495258,76,-105.9346482,3572.013142,1000,-158.6980687,757.0632133,321,-69.5711143,10427.7744,1000,-146.0033512,8814.795219,1000
217,-262.4812487,5561.313121,99,-130.8925999,4270.788133,1000,-229.9053402,6581.703982,868,-101.6795219,10327.61255,1000,-42.05796742,7229.538784,1000
218,-322.3874248,9644.662686,132,-108.7913702,4507.722208,1000,-3.362302839,6730.858854,1000,-103.3223844,8865.326357,1000,-66.40904845,8431.435444,1000
219,-114.6081276,8670.056015,115,-125.9244039,3139.904346,1000,-8.806391163,4835.074391,1000,-94.64027757,12832.41997,1000,-86.90053891,7800.769964,1000
220,-316.4930177,7991.548776,107,-79.93349039,5763.724841,1000,54.31673181,7635.930911,1000,-69.60358465,10454.79778,1000,-131.59739,7077.385731,1000
221,-268.592187,5173.999186,106,-108.9426853,2099.027286,1000,-345.3831347,682.0979216,313,-182.4498137,6297.393692,916,-113.2636636,6185.765084,1000
222,-221.6061126,12129.64673,132,-127.2387644,272.3635099,148,-103.7102346,7307.936158,1000,-82.98275887,10548.6591,1000,-57.83615672,4958.08199,1000
223,-170.2494141,7454.685098,122,-130.1975457,3149.541842,1000,-126.4084122,4904.760691,1000,-95.17027864,8671.764222,1000,-131.1121343,4471.30275,1000
224,-63.76359592,2956.854057,71,-131.6899953,3815.174738,1000,-94.35225059,5325.890071,1000,-76.89716239,11201.61945,1000,-78.55665158,3877.130215,1000
225,-219.1130962,4079.362463,63,-108.7605148,584.2198718,231,-168.057007,4012.363987,713,-66.54996338,7699.384209,1000,-44.07097543,3556.067386,1000
226,-194.4012769,6620.285101,108,-80.65272836,4860.616193,1000,-86.49543367,1404.803145,90,-75.39267497,12471.77731,1000,-27.26381146,5172.552673,1000
227,-154.7292907,4253.089869,60,-100.0388424,1429.31235,1000,-86.10511059,233.5462306,88,-72.80436749,9594.480293,1000,-83.36564673,4722.278524,1000
228,-225.7311973,7117.632558,121,-88.41844644,3052.300994,1000,-163.8403751,3711.009577,372,-74.61632451,6971.427634,1000,-27.99480623,4922.303546,1000
229,-80.36075852,4277.094566,68,-53.90819803,473.7504692,271,234.2598828,1730.691701,273,-74.55516896,9832.525576,1000,-148.2820624,3409.035979,1000
230,-58.07181935,5748.501724,91,-97.58392761,3047.934128,1000,-133.8224982,5750.927175,1000,-92.23865692,8849.721941,1000,-93.39899424,2278.907207,418
231,-266.7341743,5487.472496,91,-171.1762351,481.9110349,139,-99.74551659,7132.535627,1000,-96.13436968,9914.784101,1000,-84.90295803,300.8392978,87
232,-340.3876219,6333.610438,97,-83.53934678,299.5672249,179,-33.34448772,8500.301169,1000,-92.81022973,8018.20099,1000,-56.32980811,3577.204711,1000
233,-118.5250755,5582.657755,88,-59.18458225,482.1978738,208,-105.28564,2141.875365,364,-57.64653628,7335.120874,1000,-127.2969764,3425.031917,1000
234,-236.3903367,4095.354768,98,-89.2871446,2371.247058,1000,-93.3076315,1263.515247,81,-47.36011028,879.9855995,86,-87.18096976,3593.058652,1000
235,-251.0523175,5173.353174,149,-133.9801294,258.703662,193,-188.778983,2169.528849,450,-103.9990276,6897.847065,1000,-138.4559,5527.203581,1000
236,-159.0206218,7694.9352,143,-125.1077877,5655.896981,1000,-449.3066325,4017.739654,668,-93.6159676,1861.534028,210,-31.45414419,4439.75512,1000
237,-245.2001422,5562.260372,118,-131.4777099,3614.502801,1000,-88.00770034,2241.101916,404,-72.58796609,6873.998002,1000,-66.72028582,2327.944462,1000
238,-109.0938367,2260.057705,59,-177.9913395,1129.776741,162,-96.344797,4225.667438,1000,-81.42182368,7070.391984,1000,-10.09787287,2953.073557,1000
239,-198.5408187,6578.660227,110,-116.2821472,1595.418264,1000,6.717463363,4679.360395,1000,-82.94548384,5963.767052,1000,-130.4376551,2544.648486,1000
240,-246.3862966,5533.632382,94,-95.57978307,2832.600042,1000,-128.7352913,320.5356932,142,-59.39576112,5102.341718,1000,-157.9425131,3845.533455,1000
241,-421.405623,5399.218223,109,-102.1237541,3592.997702,1000,-186.4703345,651.3622386,273,-75.09690362,8888.032934,1000,-62.84622916,1890.635053,1000
242,-60.60432352,6131.952868,105,-91.67628114,2659.6965,1000,-228.2809902,4215.389401,644,-62.5390816,10139.49911,1000,-74.2848561,1846.487511,1000
243,-114.7176162,7642.102104,105,-66.28492848,2309.171577,1000,-40.15044109,144.0785992,75,-97.04396462,6680.070049,1000,-19.33661871,3377.676503,1000
244,75.08350636,55704.5476,1000,-107.0860003,246.8364806,182,-133.9049089,6785.122395,1000,-118.08781,5433.272876,1000,-131.8171204,1747.020278,1000
245,-121.0510893,6860.930444,117,-92.82746716,3113.219836,1000,-110.6894593,5644.983694,1000,-57.7987568,6738.627871,1000,-6.746102323,1649.585546,1000
246,-287.9978351,3289.342737,102,-65.2807153,3480.968104,1000,-166.3063596,1715.574938,424,-82.27605273,5626.875708,1000,-59.05204759,2147.647389,1000
247,-104.8654118,5433.460549,126,-74.43670614,1663.414595,1000,-53.42780374,3252.866468,1000,-97.65018968,6233.728609,1000,-15.30204076,3657.00033,1000
248,-121.1424325,7362.583733,143,-92.42281567,249.2248245,122,-133.7659241,4707.045254,1000,-23.69444988,136.4796457,74,-104.9674683,5230.163812,1000
249,-202.6798646,7398.989655,130,-18.70347873,3182.095011,1000,-97.81557512,745.7355733,85,-71.9501792,4442.656353,1000,-139.8412935,380.068269,133
250,-44.01676302,6572.485212,136,-145.502567,244.6636246,198,-36.60750927,5230.704661,1000,-100.3932619,4952.73576,1000,-93.87119462,1185.071176,1000
251,-188.0899615,5566.015371,98,-80.2845869,2764.012115,1000,-60.96708508,4215.398199,1000,-98.4056163,5343.981813,1000,-129.1030633,183.0952081,156
252,-106.3440402,4980.83952,104,-154.7268349,2960.616822,1000,-117.7999373,1773.626784,410,270.2411063,537.3660786,208,-110.3683228,1137.323124,1000
253,-114.5333642,5102.348348,132,-133.5744662,1820.494294,1000,-72.44487597,4834.619382,1000,-89.6911864,5131.830195,1000,-179.8906406,1801.096632,958
254,-298.6209774,5694.777053,109,-75.49921095,3325.158123,1000,-2.776007743,3132.696116,1000,-54.67270561,3587.268049,1000,-86.5296142,264.4501349,165
255,-257.6549636,10638.59779,133,-94.3806994,4209.265842,1000,-113.2901738,4722.941166,1000,-93.93913105,3238.423779,1000,-85.93705991,1162.041187,1000
256,-162.6487031,4358.777823,106,-99.50000925,4254.810952,1000,-188.5197452,1339.979699,467,-57.60098552,5114.79457,1000,-68.8988707,1094.252421,1000
257,23.33696745,6937.167512,144,-109.5809107,1528.293478,1000,-106.3811053,1629.622373,228,-84.71527699,3634.455541,1000,-27.76157006,3538.811552,1000
258,-122.8719953,8182.976469,132,-97.7756579,2175.04371,1000,-95.56286343,5721.509925,1000,-82.03498716,1840.692928,1000,-84.35974279,2856.819472,1000
259,-72.39976006,6622.888967,75,-85.33511273,2410.190083,1000,-11.10702365,2468.648759,1000,-91.96189863,3969.694405,1000,-102.5360822,299.2086508,171
260,-186.1144879,7569.677171,111,-91.50825118,2634.711363,1000,-373.5172335,1387.912513,744,-110.4907182,5318.93466,1000,-107.9776537,2111.62936,1000
261,-87.96086832,3541.163871,68,-7.243408159,5265.326481,1000,-154.0497637,2447.128979,1000,-94.26068039,4594.008755,1000,-97.09852261,2031.886431,1000
262,-159.8269056,4285.213263,114,-72.10610939,2111.53273,1000,-54.96442426,4619.137022,1000,-101.0473056,1992.239819,1000,-140.8474276,193.136305,177
263,-94.40841478,8516.588094,131,-49.6451943,259.0028508,160,-135.3714762,3234.134051,1000,-48.84554945,2650.761956,1000,-97.61929429,3561.227024,1000
264,-40.8538412,3484.57208,72,-133.3240707,189.2158783,142,-70.210406,4550.987792,1000,-25.37639732,1908.086295,1000,-133.0356429,1719.178488,1000
265,-77.48604503,4355.258109,108,-40.90386838,4257.015487,1000,-132.4786501,3233.970111,1000,-45.30412469,2370.049203,1000,-78.26543106,999.2164145,1000
266,-230.5463692,5406.231392,104,-96.83846945,2728.617337,1000,-127.4325818,2994.81663,1000,-63.69244659,2896.998326,1000,55.00184788,2342.888799,1000
267,-158.0949634,4697.428832,94,-22.62185601,3642.48419,1000,-97.71812786,222.5013888,143,-83.37446183,1896.267826,1000,-133.3784816,1694.914221,1000
268,-62.11734155,4932.910475,102,-103.3384251,726.5204031,204,0.609379963,4977.195178,1000,-369.612431,142.1838749,98,-98.79235164,1121.939389,1000
269,-59.32859717,3697.620337,65,-85.28470383,1677.591041,1000,-120.2375612,4468.878651,1000,-41.24752024,2119.46885,1000,-144.3465548,993.2506499,1000
270,-92.1201588,5382.311934,91,-64.6712381,154.421997,165,-39.71387059,2092.547949,1000,-23.73046018,2701.66757,1000,-91.028738,1573.697488,1000
271,-197.4832881,3168.714274,69,-115.4625801,185.8422401,185,-57.17011078,3182.573128,1000,15.76953944,2111.281482,1000,-109.758222,921.416062,1000
272,-222.2512601,3039.010698,115,-49.63288229,5066.528965,1000,-97.02834902,2782.604046,1000,-26.0607141,1157.846079,1000,-88.2645872,167.9120235,201
273,-126.8974278,3574.318384,76,-97.01585272,3168.572703,1000,-119.3823335,4596.939262,1000,-75.57165972,638.2513767,107,-125.4545172,1063.82394,1000
274,-183.5279728,3672.844958,129,-100.2438579,3450.495005,1000,-139.0823537,2587.480542,1000,-82.97294468,2091.169243,1000,-115.6305421,910.0225674,1000
275,-105.5330886,3879.908934,78,-127.2871857,295.5648323,249,-114.1809258,2406.529967,1000,-27.79974071,1464.083448,1000,-137.6018347,1687.736656,1000
276,-40.57355654,4938.096646,82,3.553905904,3315.023876,1000,-112.4998776,3711.467435,1000,-47.34179442,2419.103481,1000,-201.0377678,970.7806044,566
277,-313.0237097,5154.61335,112,-71.28576806,2640.659439,1000,-64.88100117,2857.68201,1000,-197.1227687,69.46233404,111,-211.2967233,1059.650233,404
278,54.41098118,3468.609887,77,-66.69658882,3538.890489,1000,-46.22121821,4835.041327,1000,-75.39097682,1434.896023,1000,-133.3475625,704.1269938,116
279,-102.6056792,6159.60173,128,-97.60194045,2849.598479,1000,-17.20654568,1900.209325,1000,164.3136317,302.8448337,357,-78.09707622,1031.855659,1000
280,-200.0825331,3932.811402,89,-47.96199266,4625.116157,1000,-127.1093959,4229.145143,1000,-20.12115794,1621.212246,1000,-124.6683986,1414.353945,1000
281,-271.0299074,2714.526472,90,-18.10241419,4073.032703,1000,-102.0560201,1874.154848,1000,-50.98064995,205.812929,94,-62.50808844,2785.381403,1000
282,-78.03448204,11398.95691,151,-62.22237807,4583.786985,1000,-63.26034169,2335.571676,1000,-67.85053269,2505.353323,1000,-105.7760547,189.2148341,218
283,-69.12179555,3782.674388,80,-58.03340951,3130.931445,1000,-77.12268599,4500.655478,1000,-68.03668108,830.4614536,118,-90.74871714,123.3472134,153
284,-166.3190911,3640.839572,107,-72.8532184,1619.226846,338,-35.32575929,4237.124095,1000,191.6049325,533.4796049,253,-115.3197775,1504.650946,1000
285,-52.55902726,1927.386652,73,-131.152699,1298.275859,519,-98.71618935,2319.496024,1000,-75.18485397,1672.627244,1000,-49.25384947,1820.05784,497
286,-193.4836501,7897.703127,135,-38.00871521,1980.047302,1000,-112.7199655,274.3096467,163,-43.84031583,3239.951926,1000,-85.78478141,3241.47413,1000
287,-237.9036442,7920.755608,136,-7.283136746,2484.09975,1000,-26.41006716,3221.827015,1000,122.614238,4166.169585,992,-109.918537,1556.070709,1000
288,-100.8955787,3724.406992,88,-100.2699387,4991.869618,1000,-79.83457107,1060.163177,1000,-76.52540876,2373.778021,1000,-122.0390119,177.9930756,195
289,-148.0313608,5950.715288,91,-38.75832113,1341.61049,1000,-112.7681305,923.9133533,213,-78.1676375,1927.998612,1000,-106.4322139,1065.837569,372
290,-152.5415512,5817.473321,100,-76.32332586,1264.032661,1000,-60.24715873,3207.751408,1000,139.1741684,2513.529058,821,-21.48382168,2574.752467,1000
291,-95.49053159,3398.209774,77,-142.888672,464.4737186,249,-85.75758091,1737.788343,1000,220.2476344,744.9182703,231,-87.37429268,1576.812217,1000
292,-176.6322313,4972.425068,105,-55.20689397,292.963021,254,-98.03197172,2722.769619,1000,-28.07783858,2557.795528,1000,-115.0940434,1447.688159,1000
293,-144.868663,6688.087521,100,-31.10973605,2214.716862,1000,-84.51196985,682.7830629,149,-72.0981462,3407.757052,1000,-20.15972949,2407.376335,1000
294,-277.2450973,3047.141722,89,-46.57839641,2139.159359,1000,-124.5678,1484.547171,228,-113.3377604,1688.999032,1000,-14.73454325,1461.194987,1000
295,-197.3376853,3249.220708,80,-113.3079657,4996.460322,1000,-57.70578485,2965.716829,1000,220.4247982,211.4911617,289,-186.5872206,340.7147406,455
296,-165.6176316,2749.494381,69,-164.8963266,2991.816851,1000,-156.6292157,3929.517348,1000,-74.79477339,1728.768211,1000,-75.69913387,1413.821953,1000
297,-148.3768113,2013.099191,67,-51.80351378,4882.087679,1000,11.86209607,1946.936295,1000,-114.7844046,171.6545352,123,-58.52142385,1346.331131,1000
298,-101.2066029,3774.745,98,-55.96225012,4458.251343,1000,-111.7305536,2056.421536,1000,189.4323768,1385.936892,599,-118.7672369,3899.058137,1000
299,-236.1785101,3660.009105,120,-125.9721538,5243.647278,1000,-17.61043589,2662.011195,1000,-11.34345326,1656.927454,1000,-61.66632028,3208.048784,1000
300,-163.1082031,9478.238872,183,-38.08129514,2490.718234,1000,-67.61576074,3485.503896,1000,-113.3842048,164.2214294,83,-122.8831061,997.9041663,1000
301,-140.4821089,3476.618977,74,-91.36350552,3054.263215,1000,-154.8037546,4931.700441,1000,0.446437777,99.04863197,95,-15.81954579,857.8845967,1000
302,-174.5254451,5280.46963,91,-49.93836153,2242.650141,1000,-23.06335246,4120.85576,1000,-279.1056754,174.7355691,123,-32.72368872,1300.371923,1000
303,-199.0801974,4827.158903,121,-49.87885369,3230.941563,1000,-51.56612035,4000.872447,1000,208.1372834,2379.937971,734,6.415987853,1650.256693,1000
304,-216.7518183,4692.785011,105,-220.2432233,3823.485982,937,-137.8887702,3623.774176,1000,18.99331643,2168.25182,1000,-60.97292233,3368.412547,1000
305,-385.2689442,6350.908376,148,-30.29788201,1795.858887,1000,-158.3598329,2828.1306,1000,-3.628120929,2208.927103,1000,-55.17725563,1671.509659,1000
306,-206.5968578,3697.398075,114,-38.93612034,2310.38715,1000,-97.11865432,3395.806065,1000,-37.02457037,1132.384052,367,-88.70636273,1474.618945,1000
307,-297.9660584,3038.129378,86,-39.48220762,3863.627403,1000,-107.3096959,1501.231038,400,107.6425353,3212.867645,882,-61.2240561,2104.252311,1000
308,-281.1050862,9329.429446,117,-76.89629846,3515.90925,1000,-89.96164894,3976.264963,1000,161.5400073,4337.98122,902,-9.032662005,1780.236033,1000
309,-38.33198179,4444.632741,68,-110.4076303,402.2546911,303,-27.64616669,3350.258431,1000,16.04968265,3754.982909,1000,14.44849967,3546.604754,1000
310,-179.5450857,5502.572158,97,206.0470244,2172.510734,522,-92.32424845,1567.56778,227,-13.3081411,3008.339312,1000,-45.724952,1292.682978,1000
311,-549.9031563,6374.082121,122,-74.94061265,72.36038458,80,-40.01605488,2575.994113,1000,-106.9454367,513.6206375,162,-80.54864658,827.9131827,1000
312,-118.4878388,4638.456482,97,-56.16199102,2884.778484,1000,-73.62128212,4305.144782,1000,-46.20321187,2214.626897,1000,-4.834086946,771.6089852,1000
313,-266.7982905,6083.183729,156,-297.3004659,4133.361202,973,-88.09828393,336.2622386,160,134.5175984,6327.413079,965,-61.88463636,3006.472512,1000
314,-13.15664803,7724.665832,146,-23.17865898,4379.372151,1000,-101.9254773,126.6547176,155,185.3765141,2217.234312,581,-17.90330458,1690.861144,1000
315,-74.13954628,3265.907071,67,-81.05464398,2056.791673,1000,-62.83399741,1940.883628,640,-25.00733002,4471.924499,1000,-51.50235996,1954.464384,1000
316,-125.265945,5245.284603,132,-42.175937,4273.264071,1000,-138.2260841,879.6871941,242,152.7500574,2805.395967,672,-357.0816094,123.2783394,93
317,-192.4530168,7526.842095,115,-126.4512034,67.8339991,67,-52.93247386,1733.758276,1000,17.92627714,3217.104102,1000,-74.84206362,1090.461165,1000
318,-82.35560733,4032.974809,122,-59.93640951,5204.886541,1000,-41.44477499,1675.002005,1000,-75.51860528,548.974779,99,-80.25775622,59.17682743,78
319,-119.0084346,4749.92519,84,187.3070033,868.4275325,703,-31.48865075,2253.576281,1000,-28.20196871,5613.614638,1000,-51.87792428,3671.858437,1000
320,-75.31247452,5969.138625,86,-59.34389055,1907.656375,1000,-132.4685089,1525.038425,166,4.276962986,2992.549205,1000,-227.8603289,163.7119782,105
321,-248.5255219,4743.881951,123,-41.38472395,1093.297192,229,-64.05962675,3894.132408,1000,127.071927,3086.149245,893,-33.72984622,1582.591098,1000
322,-65.63582222,4511.597935,81,-8.589068657,3147.835261,1000,-249.4233657,1189.239945,171,-44.96935015,4106.255016,1000,-142.4581979,827.8159398,175
323,-82.45227748,5593.140234,123,-263.2365247,3727.388018,915,-116.9257353,3896.431116,1000,195.9011884,1964.684356,605,-6.731307868,2002.659756,1000
324,-109.9072353,5678.278047,143,215.9642547,1569.707306,270,-83.14346316,4438.482654,1000,196.2457143,1684.991738,630,-18.41932674,1767.391666,1000
325,-383.5709639,4394.850263,109,-168.371735,1011.582854,214,-160.8685774,205.3866515,190,224.7715752,1680.160216,781,-69.78204225,1570.633138,1000
326,-55.710865,3168.324812,80,-17.61929708,4657.806811,1000,-87.40051971,4358.456564,1000,-33.08995873,5955.360993,1000,-58.78255278,892.6302245,1000
327,-17.4811027,4206.475823,77,12.9874661,2078.254848,1000,-106.6846743,1956.966435,1000,-10.07615681,2710.455922,1000,9.050108113,3266.571171,1000
328,-107.1841337,6660.262712,99,-24.65108292,1754.090137,403,-16.26697645,2117.935866,1000,-40.52652441,3609.835823,1000,-59.43345381,2578.527793,1000
329,-272.554323,5776.028027,111,-11.19895141,4672.147544,1000,-82.65388824,4075.846366,1000,210.2358782,1209.99297,462,-31.48000025,5138.336646,1000
330,-197.573815,3988.407172,97,-57.41878216,3253.150373,1000,-48.73883282,2062.624656,1000,222.1255303,2644.810305,562,-41.53632495,1756.732078,1000
331,-324.6373519,5798.035712,140,-69.14155768,3620.644313,1000,-42.01656826,2969.23704,1000,18.94130624,5478.985701,1000,-31.35488381,1735.760946,1000
332,-107.2693514,4044.694202,115,-53.74480128,505.1217153,145,-114.8880443,3512.71103,1000,250.5898724,1548.611247,291,-13.47914802,4822.449751,1000
333,-258.526704,5795.535347,130,119.6703111,4536.870397,989,-60.80025495,2168.150012,1000,293.2324502,1068.131011,327,-42.13232895,3588.077855,1000
334,-130.4472873,5855.657846,128,5.466870774,3059.272133,1000,-15.63118896,2432.633378,1000,178.6084842,2420.620642,481,-66.27339917,2114.974638,1000
335,-192.8018995,9860.385654,191,8.749741129,4754.280698,1000,-73.32859243,2053.391785,1000,194.0965624,2437.074584,682,-81.93137502,1328.281162,1000
336,-175.5041248,8677.696284,142,-28.38579328,4390.32064,1000,-110.8583004,2636.589851,1000,62.18925103,3958.872946,1000,-39.48525267,1877.171986,1000
337,-115.7922009,8448.057971,120,-31.46409062,1411.539981,150,-122.1322138,3645.754792,1000,159.9490418,4337.488968,833,-56.1175718,2491.871247,1000
338,-267.4503391,4492.321566,94,-15.89050879,4233.788547,1000,-136.9232109,2623.828331,1000,282.2880175,1550.580302,154,-69.65601996,753.4974846,1000
339,-195.0994549,3529.074884,92,-57.88530541,1808.931637,384,-92.31152285,585.1178501,158,-48.60241565,4726.352418,1000,-11.36173947,3034.634228,1000
340,-100.4033051,6245.738863,148,-13.75669273,2334.238627,1000,-103.0703868,4848.998867,1000,-37.45542039,1365.161471,309,31.17993754,1390.177627,1000
341,-192.2867616,4687.153469,107,-82.72443803,8079.694799,1000,-67.75518387,1323.900672,1000,25.24002708,8044.898045,1000,-65.63640875,806.4581591,1000
342,-288.7723762,5881.627279,99,-18.61261634,4873.334082,1000,-68.70802076,3161.193752,1000,214.2451933,3570.59243,543,6.600375009,1570.51788,1000
343,-109.3265494,3438.351885,66,-94.43998847,3944.991767,1000,-101.7428443,1531.090086,1000,200.7091693,3878.703291,684,31.36691376,1595.900632,1000
344,-16.16232309,2104.142781,79,-39.73721305,2620.833699,449,4.490768703,2790.179463,1000,223.259594,1871.149615,357,-27.05176521,2753.752268,1000
345,1.482836434,5648.833935,118,-219.0967611,2970.047171,894,-59.93957636,640.846418,159,241.0915471,1377.894648,345,-50.69139313,1709.856121,1000
346,-40.63093674,4055.742896,132,-186.1371917,1182.537826,130,-2.20762011,2548.443083,1000,-34.53260974,250.4821396,95,16.30841175,903.160323,1000
347,-85.16626957,4697.384154,89,-62.03667216,4666.824038,1000,-106.0014708,3500.997101,1000,231.985768,2562.981171,456,-57.56378714,2487.485272,1000
348,-123.9094839,2582.576063,91,-293.0642762,134.7267118,66,-93.14748764,1483.284669,488,-50.57350977,3658.267731,1000,6.918536402,1267.847083,1000
349,-267.0893943,2750.805365,98,-38.87180834,6172.608533,1000,-6.532682771,953.7078866,483,223.7040641,2384.289984,423,-23.7320137,2184.678755,1000
350,-135.0915416,5653.257,95,-99.22976639,5109.151488,1000,7.040213634,2442.358027,1000,220.8671145,2781.350402,509,-271.6379747,288.2972254,270
351,-146.2084436,5877.188014,142,-77.85920877,1327.740286,578,-59.00099369,4273.983459,1000,-146.5624038,182.3809128,136,42.78941542,3080.032453,1000
352,-299.8333513,2924.024014,93,-42.26478063,3854.319411,1000,-66.77168485,4151.911231,1000,218.251166,1747.328769,465,-0.765913854,1783.72439,1000
